name,url,slots,slot_raw,slot_count,classes,class_count,usable_by_all_classes,races_raw,ac,hp,mana,endurance,str,sta,agi,dex,wis,int,cha,sv_fire,sv_cold,sv_magic,sv_poison,sv_disease,sv_void,damage,attack_delay,ratio,skill,range,effect,casting_time,charges,focus_effect,weight,size,flags,era,merchant_value,player_crafted,is_equippable,drop_zones,drop_zone_count,categories,wiki_page_parsed
Laoch Meditation Beads,https://eqlwiki.com/Laoch_Meditation_Beads,Neck,NECK,1,Warrior|Cleric|Paladin|Ranger|Shadow Knight|Druid|Monk|Bard|Rogue|Shaman|Necromancer|Wizard|Magician|Enchanter|Beastlord|Berserker,16,True,ALL,1,10,,,2,,,,4,,,5,,,,,,,,,,,,,,,0.1,SMALL,MAGIC ITEM|LORE ITEM,Velious Era,8.5p,False,True,Skyshrine,1,Bard Equipment|Cleric Equipment|Druid Equipment|Enchanter Equipment|Magician Equipment|Monk Equipment|Necromancer Equipment|Paladin Equipment|Ranger Equipment|Rogue Equipment|Shaman Equipment|Shadow Knight Equipment|Warrior Equipment|Wizard Equipment|Neck|Skyshrine,True
Laoch Warhammer,https://eqlwiki.com/Laoch_Warhammer,Primary,PRIMARY,1,Warrior|Cleric|Paladin|Ranger|Druid|Shaman,6,False,ALL,,,,,4,,,,6,,,,4,,,,,18,39,0.4615,2H Blunt,,,,,,5.0,SMALL,MAGIC ITEM|LORE ITEM,Velious Era,11.2p,False,True,Skyshrine,1,Cleric Equipment|Druid Equipment|Paladin Equipment|Ranger Equipment|Shaman Equipment|Warrior Equipment|Primary|2H Blunt|Skyshrine,True
Lapis Lazuli,https://eqlwiki.com/Lapis_Lazuli,,,0,Warrior|Cleric|Paladin|Ranger|Shadow Knight|Druid|Monk|Bard|Rogue|Shaman|Necromancer|Wizard|Magician|Enchanter|Beastlord|Berserker,16,True,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,TINY,,,,False,False,East Karana|Butcherblock Mountains|The Estate of Unrest|Field of Bone|Greater Faydark|Lesser Faydark|Steamfont Mountains|Swamp of No Hope|Toxxulia Forest|West Commonlands,10,Inventory Items|Vendor Sold|Tradeskill Ingredient|Quest Items,True
Larent Suspension,https://eqlwiki.com/Larent_Suspension,,,0,Warrior|Cleric|Paladin|Ranger|Shadow Knight|Druid|Monk|Bard|Rogue|Shaman|Necromancer|Wizard|Magician|Enchanter|Beastlord|Berserker,16,True,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,TINY,,Classic Era,,False,False,,0,Inventory Items|Vendor Sold|Tradeskill Ingredient,True
Large Bag,https://eqlwiki.com/Large_Bag,,,0,,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,Classic Era,,False,False,Befallen|Burning Woods|Butcherblock Mountains|West Commonlands|Crushbone|Eastern Plains of Karana|The Estate of Unrest|Everfrost Peaks|Beholder's Maze|Greater Faydark|Lake Rathetear|Lesser Faydark|North Qeynos|Northern Desert of Ro|Qeynos Hills|Solusek's Eye|Southern Desert of Ro|Steamfont Mountains|The Warrens,19,Inventory Items|Vendor Sold|Quest Items,True
Large Ball of Clay,https://eqlwiki.com/Large_Ball_of_Clay,,,0,Warrior|Cleric|Paladin|Ranger|Shadow Knight|Druid|Monk|Bard|Rogue|Shaman|Necromancer|Wizard|Magician|Enchanter|Beastlord|Berserker,16,True,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,SMALL,,,8 gold,False,False,Steamfont Mountains|Najena,2,Inventory Items|Steamfont Mountains|Najena,True
Large Ball of Twine,https://eqlwiki.com/Large_Ball_of_Twine,,,0,Warrior|Cleric|Paladin|Ranger|Shadow Knight|Druid|Monk|Bard|Rogue|Shaman|Necromancer|Wizard|Magician|Enchanter|Beastlord|Berserker,16,True,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,LARGE,LORE ITEM|NO DROP,,,False,False,,0,Inventory Items|Vendor Sold,True
Large Banded Belt,https://eqlwiki.com/Large_Banded_Belt,Waist,WAIST,1,Warrior|Cleric|Paladin|Ranger|Shadow Knight|Bard|Rogue|Shaman,8,False,ALL,6,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,SMALL,,,,True,True,,0,Bard Equipment|Cleric Equipment|Paladin Equipment|Ranger Equipment|Rogue Equipment|Shaman Equipment|Shadow Knight Equipment|Warrior Equipment|Waist|Player Crafted,True
Large Banded Boots,https://eqlwiki.com/Large_Banded_Boots,Feet,FEET,1,Warrior|Cleric|Paladin|Ranger|Shadow Knight|Bard|Rogue|Shaman,8,False,ALL,6,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,MEDIUM,,,,True,True,,0,Bard Equipment|Cleric Equipment|Paladin Equipment|Ranger Equipment|Rogue Equipment|Shaman Equipment|Shadow Knight Equipment|Warrior Equipment|Feet|Player Crafted|Fashion: Chain,True
Large Banded Bracer,https://eqlwiki.com/Large_Banded_Bracer,Wrist,WRIST,1,Warrior|Cleric|Paladin|Ranger|Shadow Knight|Bard|Rogue|Shaman,8,False,ALL,6,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,SMALL,,,,True,True,,0,Bard Equipment|Cleric Equipment|Paladin Equipment|Ranger Equipment|Rogue Equipment|Shaman Equipment|Shadow Knight Equipment|Warrior Equipment|Wrist|Player Crafted|Fashion: Chain,True
Large Banded Cloak,https://eqlwiki.com/Large_Banded_Cloak,Back,BACK,1,Warrior|Cleric|Paladin|Ranger|Shadow Knight|Bard|Rogue|Shaman,8,False,ALL,7,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,LARGE,,,,True,True,,0,Bard Equipment|Cleric Equipment|Paladin Equipment|Ranger Equipment|Rogue Equipment|Shaman Equipment|Shadow Knight Equipment|Warrior Equipment|Back|Player Crafted,True
Large Banded Gauntlets,https://eqlwiki.com/Large_Banded_Gauntlets,Hands,HANDS,1,Warrior|Cleric|Paladin|Ranger|Shadow Knight|Bard|Rogue|Shaman,8,False,ALL,7,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,SMALL,,,,True,True,,0,Bard Equipment|Cleric Equipment|Paladin Equipment|Ranger Equipment|Rogue Equipment|Shaman Equipment|Shadow Knight Equipment|Warrior Equipment|Hands|Player Crafted|Fashion: Chain,True
Large Banded Gorget,https://eqlwiki.com/Large_Banded_Gorget,Neck,NECK,1,Warrior|Cleric|Paladin|Ranger|Shadow Knight|Bard|Rogue|Shaman,8,False,ALL,5,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,SMALL,,,,True,True,,0,Bard Equipment|Cleric Equipment|Paladin Equipment|Ranger Equipment|Rogue Equipment|Shaman Equipment|Shadow Knight Equipment|Warrior Equipment|Neck|Player Crafted,True
Large Banded Helm,https://eqlwiki.com/Large_Banded_Helm,Head,HEAD,1,Warrior|Cleric|Paladin|Ranger|Shadow Knight|Bard|Rogue|Shaman,8,False,ALL,8,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,SMALL,,,,True,True,,0,Bard Equipment|Cleric Equipment|Paladin Equipment|Ranger Equipment|Rogue Equipment|Shaman Equipment|Shadow Knight Equipment|Warrior Equipment|Head|Player Crafted|Fashion: Chain,True
Large Banded Leggings,https://eqlwiki.com/Large_Banded_Leggings,Legs,LEGS,1,Warrior|Cleric|Paladin|Ranger|Shadow Knight|Bard|Rogue|Shaman,8,False,ALL,8,,,,,,,,,,,,,,,,,,,,,,,,,,6.9,MEDIUM,,,,True,True,,0,Bard Equipment|Cleric Equipment|Paladin Equipment|Ranger Equipment|Rogue Equipment|Shaman Equipment|Shadow Knight Equipment|Warrior Equipment|Legs|Player Crafted|Fashion: Chain,True
Large Banded Mail,https://eqlwiki.com/Large_Banded_Mail,Chest,CHEST,1,Warrior|Cleric|Paladin|Ranger|Shadow Knight|Bard|Rogue|Shaman,8,False,ALL,15,,,,,,,,,,,,,,,,,,,,,,,,,,9.4,MEDIUM,,,,True,True,,0,Bard Equipment|Cleric Equipment|Paladin Equipment|Ranger Equipment|Rogue Equipment|Shaman Equipment|Shadow Knight Equipment|Warrior Equipment|Chest|Player Crafted|Fashion: Chain,True
Large Banded Mantle,https://eqlwiki.com/Large_Banded_Mantle,Shoulders,SHOULDERS,1,Warrior|Cleric|Paladin|Ranger|Shadow Knight|Bard|Rogue|Shaman,8,False,ALL,6,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,SMALL,,,,True,True,,0,Bard Equipment|Cleric Equipment|Paladin Equipment|Ranger Equipment|Rogue Equipment|Shaman Equipment|Shadow Knight Equipment|Warrior Equipment|Shoulders|Player Crafted,True
Large Banded Mask,https://eqlwiki.com/Large_Banded_Mask,Face,FACE,1,Warrior|Cleric|Paladin|Ranger|Shadow Knight|Bard|Rogue|Shaman,8,False,ALL,4,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,SMALL,,,,True,True,,0,Bard Equipment|Cleric Equipment|Paladin Equipment|Ranger Equipment|Rogue Equipment|Shaman Equipment|Shadow Knight Equipment|Warrior Equipment|Face|Player Crafted,True
Large Banded Sleeves,https://eqlwiki.com/Large_Banded_Sleeves,Arms,ARMS,1,Warrior|Cleric|Paladin|Ranger|Shadow Knight|Bard|Rogue|Shaman,8,False,ALL,7,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,SMALL,,,,True,True,,0,Bard Equipment|Cleric Equipment|Paladin Equipment|Ranger Equipment|Rogue Equipment|Shaman Equipment|Shadow Knight Equipment|Warrior Equipment|Arms|Player Crafted|Fashion: Chain,True
Large Barrel,https://eqlwiki.com/Large_Barrel,,,0,,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,Velious Era,,False,False,,0,Inventory Items,True
Large Belt Sectional Mold,https://eqlwiki.com/Large_Belt_Sectional_Mold,,,0,Warrior|Cleric|Paladin|Ranger|Shadow Knight|Druid|Monk|Bard|Rogue|Shaman|Necromancer|Wizard|Magician|Enchanter|Beastlord|Berserker,16,True,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,TINY,,,,False,False,,0,Inventory Items|Vendor Sold|Tradeskill Ingredient,True
Large Black Lodestone,https://eqlwiki.com/Large_Black_Lodestone,,,0,Warrior|Cleric|Paladin|Ranger|Shadow Knight|Druid|Monk|Bard|Rogue|Shaman|Necromancer|Wizard|Magician|Enchanter|Beastlord|Berserker,16,True,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,MEDIUM,,,,False,False,,0,Inventory Items|Vendor Sold|Tradeskill Ingredient,True
Large Block of Clay,https://eqlwiki.com/Large_Block_of_Clay,,,0,Warrior|Cleric|Paladin|Ranger|Shadow Knight|Druid|Monk|Bard|Rogue|Shaman|Necromancer|Wizard|Magician|Enchanter|Beastlord|Berserker,16,True,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,TINY,,,,True,False,Beholder's Maze,1,Inventory Items|Vendor Sold|Player Crafted|Tradeskill Ingredient|Pottery Ingredient,True
Large Block of Magic Clay,https://eqlwiki.com/Large_Block_of_Magic_Clay,,,0,Warrior|Cleric|Paladin|Ranger|Shadow Knight|Druid|Monk|Bard|Rogue|Shaman|Necromancer|Wizard|Magician|Enchanter|Beastlord|Berserker,16,True,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,TINY,MAGIC ITEM,Classic Era,,False,False,,0,Inventory Items,True
Large Bone Shield,https://eqlwiki.com/Large_Bone_Shield,Secondary,SECONDARY,1,Warrior|Cleric|Paladin|Ranger|Shadow Knight|Druid|Bard|Rogue|Shaman,9,False,ALL,8,,,,,,,,,,,,,,,1,,,,,,,,,,,9.5,LARGE,MAGIC ITEM,,,False,True,Lavastorm Mountains,1,Bard Equipment|Cleric Equipment|Druid Equipment|Paladin Equipment|Ranger Equipment|Rogue Equipment|Shaman Equipment|Shadow Knight Equipment|Warrior Equipment|Secondary|Lavastorm Mountains,True
Large Boot Mold,https://eqlwiki.com/Large_Boot_Mold,,,0,Warrior|Cleric|Paladin|Ranger|Shadow Knight|Druid|Monk|Bard|Rogue|Shaman|Necromancer|Wizard|Magician|Enchanter|Beastlord|Berserker,16,True,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,TINY,,,,False,False,,0,Inventory Items|Vendor Sold|Tradeskill Ingredient,True
Large Bottle of Milk,https://eqlwiki.com/Large_Bottle_of_Milk,,,0,Warrior|Cleric|Paladin|Ranger|Shadow Knight|Druid|Monk|Bard|Rogue|Shaman|Necromancer|Wizard|Magician|Enchanter|Beastlord|Berserker,16,True,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,SMALL,,Velious Era,,False,False,,0,Inventory Items|Vendor Sold,True
Large Bowl,https://eqlwiki.com/Large_Bowl,,,0,Warrior|Cleric|Paladin|Ranger|Shadow Knight|Druid|Monk|Bard|Rogue|Shaman|Necromancer|Wizard|Magician|Enchanter|Beastlord|Berserker,16,True,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,TINY,QUEST ITEM,,,True,False,,0,Inventory Items|Player Crafted,True
Large Bowl Sketch,https://eqlwiki.com/Large_Bowl_Sketch,,,0,Warrior|Cleric|Paladin|Ranger|Shadow Knight|Druid|Monk|Bard|Rogue|Shaman|Necromancer|Wizard|Magician|Enchanter|Beastlord|Berserker,16,True,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,TINY,,,,False,False,,0,Inventory Items|Vendor Sold|Tradeskill Ingredient,True
Large Box,https://eqlwiki.com/Large_Box,,,0,,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,Classic Era,,False,False,Burning Woods,1,Containers|Inventory Items|Vendor Sold|Burning Woods,True
Large Bracer Sectional Mold,https://eqlwiki.com/Large_Bracer_Sectional_Mold,,,0,Warrior|Cleric|Paladin|Ranger|Shadow Knight|Druid|Monk|Bard|Rogue|Shaman|Necromancer|Wizard|Magician|Enchanter|Beastlord|Berserker,16,True,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,TINY,,,,False,False,,0,Inventory Items|Vendor Sold|Tradeskill Ingredient,True
Large Breastplate Mold,https://eqlwiki.com/Large_Breastplate_Mold,,,0,Warrior|Cleric|Paladin|Ranger|Shadow Knight|Druid|Monk|Bard|Rogue|Shaman|Necromancer|Wizard|Magician|Enchanter|Beastlord|Berserker,16,True,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,TINY,,Epics Era,,False,False,,0,Inventory Items|Vendor Sold|Tradeskill Ingredient,True
Large Briar Snake Skin,https://eqlwiki.com/Large_Briar_Snake_Skin,,,0,Warrior|Cleric|Paladin|Ranger|Shadow Knight|Druid|Monk|Bard|Rogue|Shaman|Necromancer|Wizard|Magician|Enchanter|Beastlord|Berserker,16,True,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,MEDIUM,QUEST ITEM,Classic Era,,False,False,Toxxulia Forest,1,Inventory Items|Toxxulia Forest,True
Large Brick of Adamantite,https://eqlwiki.com/Large_Brick_of_Adamantite,,,0,Warrior|Cleric|Paladin|Ranger|Shadow Knight|Druid|Monk|Bard|Rogue|Shaman|Necromancer|Wizard|Magician|Enchanter|Beastlord|Berserker,16,True,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,SMALL,,,,True,False,,0,Inventory Items|Vendor Sold|Player Crafted|Tradeskill Ingredient,True
Large Brick of Brellium,https://eqlwiki.com/Large_Brick_of_Brellium,,,0,Warrior|Cleric|Paladin|Ranger|Shadow Knight|Druid|Monk|Bard|Rogue|Shaman|Necromancer|Wizard|Magician|Enchanter|Beastlord|Berserker,16,True,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,SMALL,,,,True,False,,0,Inventory Items|Vendor Sold|Player Crafted|Tradeskill Ingredient,True
Large Brick of Enchanted Ore,https://eqlwiki.com/Large_Brick_of_Enchanted_Ore,,,0,Warrior|Cleric|Paladin|Ranger|Shadow Knight|Druid|Monk|Bard|Rogue|Shaman|Necromancer|Wizard|Magician|Enchanter|Beastlord|Berserker,16,True,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,SMALL,,,,False,False,,0,Inventory Items|Tradeskill Ingredient,True
Large Brick of High Quality Ore,https://eqlwiki.com/Large_Brick_of_High_Quality_Ore,,,0,Warrior|Cleric|Paladin|Ranger|Shadow Knight|Druid|Monk|Bard|Rogue|Shaman|Necromancer|Wizard|Magician|Enchanter|Beastlord|Berserker,16,True,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,SMALL,,Classic Era,VALUE TO VENDOR with CHA : 80 and faction at Indifferently 16 Platinums 9 Golds 4 Silvers 9 Coppers,True,False,High Keep|Permafrost|Solusek's Eye|Runnyeye,4,Inventory Items|Player Crafted|Tradeskill Ingredient|Permafrost|Solusek's Eye|High Keep,True
Large Brick of Medium Quality Ore,https://eqlwiki.com/Large_Brick_of_Medium_Quality_Ore,,,0,Warrior|Cleric|Paladin|Ranger|Shadow Knight|Druid|Monk|Bard|Rogue|Shaman|Necromancer|Wizard|Magician|Enchanter|Beastlord|Berserker,16,True,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,SMALL,,,,True,False,,0,Inventory Items|Vendor Sold|Player Crafted|Tradeskill Ingredient,True
Large Brick of Mithril,https://eqlwiki.com/Large_Brick_of_Mithril,,,0,Warrior|Cleric|Paladin|Ranger|Shadow Knight|Druid|Monk|Bard|Rogue|Shaman|Necromancer|Wizard|Magician|Enchanter|Beastlord|Berserker,16,True,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,SMALL,,,,True,False,,0,Inventory Items|Vendor Sold|Player Crafted|Tradeskill Ingredient,True
Large Brick of Ore,https://eqlwiki.com/Large_Brick_of_Ore,,,0,Warrior|Cleric|Paladin|Ranger|Shadow Knight|Druid|Monk|Bard|Rogue|Shaman|Necromancer|Wizard|Magician|Enchanter|Beastlord|Berserker,16,True,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,25.5,SMALL,,,,True,False,Beholder's Maze|Lavastorm Mountains,2,Inventory Items|Vendor Sold|Player Crafted|Tradeskill Ingredient|Beholder's Maze|Lavastorm Mountains,True
Large Brick of Skyiron,https://eqlwiki.com/Large_Brick_of_Skyiron,,,0,Warrior|Cleric|Paladin|Ranger|Shadow Knight|Druid|Monk|Bard|Rogue|Shaman|Necromancer|Wizard|Magician|Enchanter|Beastlord|Berserker,16,True,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,SMALL,,,,False,False,,0,Inventory Items|Vendor Sold,True
Large Brick of Velium,https://eqlwiki.com/Large_Brick_of_Velium,,,0,Warrior|Cleric|Paladin|Ranger|Shadow Knight|Druid|Monk|Bard|Rogue|Shaman|Necromancer|Wizard|Magician|Enchanter|Beastlord|Berserker,16,True,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,SMALL,,Velious Era,VALUE TO VENDOR with CHA : 80 and faction at Indifferently 10 Platinums 5 Golds 5 Silvers 1 Coppers,False,False,Crystal Caverns|Icewell Keep|Skyshrine|Tower of Frozen Shadow|Velketor's Labyrinth,5,Inventory Items|Player Crafted|Tradeskill Ingredient,True
Large Buckler,https://eqlwiki.com/Large_Buckler,Secondary,SECONDARY,1,Warrior|Cleric|Paladin|Ranger|Shadow Knight|Druid|Monk|Bard|Rogue|Shaman|Necromancer|Wizard|Magician|Enchanter|Beastlord|Berserker,16,True,ALL,4,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,SMALL,,Classic Era,,False,True,,0,Bard Equipment|Cleric Equipment|Druid Equipment|Monk Equipment|Paladin Equipment|Ranger Equipment|Rogue Equipment|Shaman Equipment|Shadow Knight Equipment|Warrior Equipment|Secondary|Vendor Sold,True
Large Buckler Mold,https://eqlwiki.com/Large_Buckler_Mold,,,0,Warrior|Cleric|Paladin|Ranger|Shadow Knight|Druid|Monk|Bard|Rogue|Shaman|Necromancer|Wizard|Magician|Enchanter|Beastlord|Berserker,16,True,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,TINY,,,,False,False,,0,Inventory Items|Vendor Sold,True
Large Chain Coif,https://eqlwiki.com/Large_Chain_Coif,Head,HEAD,1,Warrior|Cleric|Paladin|Ranger|Shadow Knight|Bard|Rogue|Shaman,8,False,ALL,7,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,SMALL,,,,False,True,,0,Bard Equipment|Cleric Equipment|Paladin Equipment|Ranger Equipment|Rogue Equipment|Shaman Equipment|Shadow Knight Equipment|Warrior Equipment|Head|Vendor Sold|Fashion: Chain,True
Large Chainmail Belt,https://eqlwiki.com/Large_Chainmail_Belt,Waist,WAIST,1,Warrior|Cleric|Paladin|Ranger|Shadow Knight|Bard|Rogue|Shaman,8,False,ALL,5,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,SMALL,,,,False,True,,0,Bard Equipment|Cleric Equipment|Paladin Equipment|Ranger Equipment|Rogue Equipment|Shaman Equipment|Shadow Knight Equipment|Warrior Equipment|Waist|Vendor Sold,True
Large Clay Jar,https://eqlwiki.com/Large_Clay_Jar,,,0,,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,Classic Era,,True,False,,0,Inventory Items|Player Crafted,True
Large Cloak Sectional Mold,https://eqlwiki.com/Large_Cloak_Sectional_Mold,,,0,Warrior|Cleric|Paladin|Ranger|Shadow Knight|Druid|Monk|Bard|Rogue|Shaman|Necromancer|Wizard|Magician|Enchanter|Beastlord|Berserker,16,True,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,TINY,,,,False,False,,0,Inventory Items|Vendor Sold|Tradeskill Ingredient,True
Large Cloth Cap,https://eqlwiki.com/Large_Cloth_Cap,Head,HEAD,1,Warrior|Cleric|Paladin|Ranger|Shadow Knight|Druid|Monk|Bard|Rogue|Shaman|Necromancer|Wizard|Magician|Enchanter|Beastlord|Berserker,16,True,ALL,2,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,SMALL,,Classic Era,,False,True,Butcherblock Mountains|Commonlands|Rathe Mountains|Nektulos Forest|Southern Desert of Ro|The Feerrott|Western Plains of Karana,7,Bard Equipment|Cleric Equipment|Druid Equipment|Enchanter Equipment|Magician Equipment|Monk Equipment|Necromancer Equipment|Paladin Equipment|Ranger Equipment|Rogue Equipment|Shaman Equipment|Shadow Knight Equipment|Warrior Equipment|Wizard Equipment|Head|Vendor Sold|Fashion: Cloth,True
Large Cloth Cape,https://eqlwiki.com/Large_Cloth_Cape,Back,BACK,1,Warrior|Cleric|Paladin|Ranger|Shadow Knight|Druid|Monk|Bard|Rogue|Shaman|Necromancer|Wizard|Magician|Enchanter|Beastlord|Berserker,16,True,ALL,2,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,MEDIUM,,Classic Era,MAX VALUE TO VENDOR 0 Platinums 2 Golds 6 Silvers 0 Coppers,False,True,Butcherblock Mountains|Commonlands|Rathe Mountains|Nektulos Forest|Southern Desert of Ro|The Feerrott|Western Plains of Karana,7,Bard Equipment|Cleric Equipment|Druid Equipment|Enchanter Equipment|Magician Equipment|Monk Equipment|Necromancer Equipment|Paladin Equipment|Ranger Equipment|Rogue Equipment|Shaman Equipment|Shadow Knight Equipment|Warrior Equipment|Wizard Equipment|Back|Vendor Sold,True
Large Cloth Choker,https://eqlwiki.com/Large_Cloth_Choker,Neck,NECK,1,Warrior|Cleric|Paladin|Ranger|Shadow Knight|Druid|Monk|Bard|Rogue|Shaman|Necromancer|Wizard|Magician|Enchanter|Beastlord|Berserker,16,True,ALL,1,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,SMALL,,Classic Era,,False,True,Butcherblock Mountains|Commonlands|Rathe Mountains|Nektulos Forest|Southern Desert of Ro|The Feerrott|Western Plains of Karana,7,Bard Equipment|Cleric Equipment|Druid Equipment|Enchanter Equipment|Magician Equipment|Monk Equipment|Necromancer Equipment|Paladin Equipment|Ranger Equipment|Rogue Equipment|Shaman Equipment|Shadow Knight Equipment|Warrior Equipment|Wizard Equipment|Neck|Vendor Sold,True
Large Cloth Cord,https://eqlwiki.com/Large_Cloth_Cord,Waist,WAIST,1,Warrior|Cleric|Paladin|Ranger|Shadow Knight|Druid|Monk|Bard|Rogue|Shaman|Necromancer|Wizard|Magician|Enchanter|Beastlord|Berserker,16,True,ALL,1,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,SMALL,,Classic Era,MAX VALUE TO VENDOR 0 Platinums 1 Golds 8 Silvers 0 Coppers,False,True,Butcherblock Mountains|Commonlands|Rathe Mountains|Nektulos Forest|Southern Desert of Ro|The Feerrott|Western Plains of Karana,7,Bard Equipment|Cleric Equipment|Druid Equipment|Enchanter Equipment|Magician Equipment|Monk Equipment|Necromancer Equipment|Paladin Equipment|Ranger Equipment|Rogue Equipment|Shaman Equipment|Shadow Knight Equipment|Warrior Equipment|Wizard Equipment|Waist|Vendor Sold,True
Large Cloth Gloves,https://eqlwiki.com/Large_Cloth_Gloves,Hands,HANDS,1,Warrior|Cleric|Paladin|Ranger|Shadow Knight|Druid|Monk|Bard|Rogue|Shaman|Necromancer|Wizard|Magician|Enchanter|Beastlord|Berserker,16,True,ALL,2,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,SMALL,,Classic Era,VALUE TO VENDOR with CHA : 80 and faction at Indifferently 0 Platinums 2 Golds 4 Silvers 9 Coppers,False,True,Butcherblock Mountains|Commonlands|Rathe Mountains|Nektulos Forest|Southern Desert of Ro|The Feerrott|Western Plains of Karana,7,Bard Equipment|Cleric Equipment|Druid Equipment|Enchanter Equipment|Magician Equipment|Monk Equipment|Necromancer Equipment|Paladin Equipment|Ranger Equipment|Rogue Equipment|Shaman Equipment|Shadow Knight Equipment|Warrior Equipment|Wizard Equipment|Hands|Vendor Sold|Fashion: Velious Monk,True
Large Cloth Pants,https://eqlwiki.com/Large_Cloth_Pants,Legs,LEGS,1,Warrior|Cleric|Paladin|Ranger|Shadow Knight|Druid|Monk|Bard|Rogue|Shaman|Necromancer|Wizard|Magician|Enchanter|Beastlord|Berserker,16,True,ALL,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,MEDIUM,,Classic Era,,False,True,Butcherblock Mountains|Commonlands|Rathe Mountains|Nektulos Forest|Southern Desert of Ro|The Feerrott|Western Plains of Karana,7,Bard Equipment|Cleric Equipment|Druid Equipment|Enchanter Equipment|Magician Equipment|Monk Equipment|Necromancer Equipment|Paladin Equipment|Ranger Equipment|Rogue Equipment|Shaman Equipment|Shadow Knight Equipment|Warrior Equipment|Wizard Equipment|Legs|Vendor Sold|Fashion: Velious Monk,True
Large Cloth Sandals,https://eqlwiki.com/Large_Cloth_Sandals,Feet,FEET,1,Warrior|Cleric|Paladin|Ranger|Shadow Knight|Druid|Monk|Bard|Rogue|Shaman|Necromancer|Wizard|Magician|Enchanter|Beastlord|Berserker,16,True,ALL,2,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,SMALL,,Classic Era,,False,True,Butcherblock Mountains|Commonlands|Rathe Mountains|Nektulos Forest|Southern Desert of Ro|The Feerrott|Western Plains of Karana,7,Bard Equipment|Cleric Equipment|Druid Equipment|Enchanter Equipment|Magician Equipment|Monk Equipment|Necromancer Equipment|Paladin Equipment|Ranger Equipment|Rogue Equipment|Shaman Equipment|Shadow Knight Equipment|Warrior Equipment|Wizard Equipment|Feet|Vendor Sold|Fashion: Velious Monk,True
